iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
4,q090,90.676,0.671,91.347,1.6045
4,q091,272.479,0.678,273.157,2.2684
4,q092,52.779,0.616,53.395,1.1909
4,q093,137.239,0.679,137.918,2.9409
4,q094,42.48,0.643,43.123,2.0567
4,q095,190.758,1.566,192.324,1.3733
4,q096,171.891,1.6,173.491,1.2439
4,q097,1806.628,1.642,1808.27,1.7619
4,q098,1287.765,1.637,1289.402,2.355
4,q099,80.906,1.614,82.52,3.4718
4,q100,63.289,1.429,64.718,1.0992
4,q101,78.766,1.445,80.211,1.1706
4,q102,148.045,1.372,149.417,1.1544
4,q103,176.107,1.598,177.705,2.6506
4,q104,792.1,1.662,793.762,2.4496
4,q105,7153.758,1.653,7155.411,2.1192
4,q106,176.644,1.702,178.346,2.2656
4,q107,17062.643,1.619,17064.262,3.5047
4,q108,25469.682,1.61,25471.292,4.159
4,q109,85.402,2.478,87.88,1.4422
4,q110,77.199,2.393,79.592,1.3688
4,q111,113.283,2.386,115.669,1.3983
4,q112,98.586,2.322,100.908,1.3427
4,q113,916.277,1.558,917.835,2.948
4,q114,831.108,1.633,832.741,2.3381
4,q115,1431.413,1.571,1432.984,2.7005
4,q116,139.973,1.557,141.53,2.9568
4,q117,71.077,1.384,72.461,1.2711
4,q118,90.139,1.386,91.525,1.6281
4,q119,143.196,1.551,144.747,1.6507
4,q121,78.139,1.617,79.756,1.7238
4,q123,6708.628,1.615,6710.243,2.768
4,q124,235.06,1.653,236.713,1.7426
4,q125,25.52,1.58,27.1,2.8991
4,q127,125.713,2.451,128.164,2.4158
4,q128,149.688,2.404,152.092,2.2273
4,q129,143.294,2.451,145.745,2.5628
4,q130,49.318,1.882,51.2,1.4182
4,q131,868.304,2.372,870.676,3.1218
4,q132,18.825,2.423,21.248,2.957
4,q133,728.338,2.366,730.704,3.3021
4,q134,5686.207,2.53,5688.737,6.4686
4,q135,70053.817,2.531,70056.348,1.988
