iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
5,23c,265.765,52.568,318.333,1.8649
5,24a,136.09,517.967,654.057,2.6153
5,24b,18.138,574.904,593.042,1.8629
5,25a,633.33,19.776,653.106,2.3109
5,25b,145.043,20.132,165.175,1.6496
5,25c,1989.315,20.686,2010.001,5.6078
5,26a,1394.591,454.586,1849.177,2.0792
5,26b,125.115,442.773,567.888,3.4206
5,26c,2906.756,446.757,3353.513,3.5387
5,27a,21.453,505.084,526.537,4.0235
5,27b,7.837,487.681,495.518,2.8263
5,27c,46.915,505.391,552.306,2.6983
5,28a,164.943,719.786,884.729,4.7286
5,28b,390.846,680.839,1071.685,3.0042
5,28c,235.707,701.215,936.922,4.6177
5,29a,19.051,1006.677,1025.728,3.9789
5,29b,11.285,991.072,1002.357,1.3282
5,29c,555.558,936.106,1491.664,5.8864
5,2a,185.855,1.861,187.716,1.5717
5,2b,182.774,2.242,185.016,1.6058
5,2c,14.14,2.238,16.378,1.3077
5,2d,276.218,1.917,278.135,1.6776
5,30a,2258.273,504.737,2763.01,6.1191
5,30b,362.184,563.446,925.63,2.8691
5,30c,1220.476,494.099,1714.575,8.7471
5,31a,141.174,71.692,212.866,3.1589
5,31b,124.477,73.36,197.837,6.8329
5,31c,211.028,69.025,280.053,6.169
5,32a,7.919,2.719,10.638,5.8786
5,32b,101.355,2.92,104.275,28.4828
5,33a,11.144,549.876,561.02,2.2126
5,33b,7.413,530.18,537.593,1.9654
5,33c,9.811,557.546,567.357,2.8285
5,3a,130.945,1.723,132.668,1.0383
5,3b,85.573,1.752,87.325,1.0383
5,3c,201.046,1.898,202.944,1.0383
5,4a,87.471,2.436,89.907,1.0321
5,4b,31.716,2.204,33.92,1.1108
5,4c,89.75,2.075,91.825,1.0471
5,5a,67.51,2.583,70.093,1.0188
5,5b,63.853,2.401,66.254,1.0187
5,5c,96.858,2.479,99.337,1.1148
5,6a,23.199,2.118,25.317,1.383
5,6b,173.82,2.17,175.99,1.333
5,6c,6.393,2.31,8.703,1.5204
5,6d,3192.295,2.18,3194.475,1.3777
5,6e,17.109,2.453,19.562,1.3944
5,6f,3653.095,2.041,3655.136,1.251
5,7a,128.251,10.742,138.993,1.3015
5,7b,176.918,9.664,186.582,1.0617
5,7c,622.718,10.959,633.677,3.2466
5,8a,934.775,6.588,941.363,1.1447
5,8b,55.316,7.44,62.756,1.2317
5,8c,2044.486,4.882,2049.368,1.356
5,8d,684.889,5.367,690.256,1.9958
5,9a,159.076,13.003,172.079,1.141
5,9b,154.521,12.5,167.021,1.1242
5,9c,221.499,11.531,233.03,1.1409
5,9d,1525.592,11.267,1536.859,1.386
6,10a,243.847,5.513,249.36,1.1767
6,10b,143.013,5.083,148.096,1.1267
6,10c,6959.678,5.034,6964.712,1.2058
6,11a,34.015,9.931,43.946,1.1496
6,11b,37.802,10.46,48.262,1.24
6,11c,37.314,9.127,46.441,1.2669
6,11d,36.477,9.087,45.564,1.2237
6,12a,107.524,10.36,117.884,1.11
6,12b,39.699,9.982,49.681,1.0973
6,12c,418.409,10.146,428.555,1.1783
6,13a,3284.212,14.233,3298.445,3.2148
